frame,id,class,score,left,top,right,bottom,metric_status
155,65,cyclist,0.5923819869756699,634,172,678,275,FP
155,66,pedestrian,0.8476692843437195,931,155,1008,345,TP
155,67,pedestrian,0.6230477305717468,843,56,878,192,FP
155,69,pedestrian,0.5778403878211975,419,165,440,223,TP
156,2,car,0.7528437376022339,1053,185,1153,221,TP
156,3,pedestrian,0.8178830742835999,983,152,1048,349,TP
156,6,car,0.7030907869338989,1132,187,1197,222,FP
156,8,car,0.6746401745095253,986,185,1072,220,FP
156,36,pedestrian,0.5247835842630881,746,163,792,290,FP
156,37,pedestrian,0.39311174990792275,808,172,865,316,TP
156,38,pedestrian,0.7918927669525146,-2,147,36,249,TP
156,44,pedestrian,0.7294117212295532,204,155,229,213,TP
156,51,pedestrian,0.30920262611050003,1931,72,1997,229,FP
156,52,pedestrian,0.42464953624380763,1631,192,1735,392,FP
156,53,pedestrian,0.7229077219963074,178,155,201,212,TP
156,55,pedestrian,0.39611210915993345,587,181,610,245,FP
156,56,cyclist,0.4345193156311056,1560,222,1707,392,FP
156,60,pedestrian,0.5401236206827101,809,200,937,411,FP
156,62,cyclist,0.38277281320591905,675,174,705,264,FP
156,64,pedestrian,0.609175240295738,1489,140,1606,359,FP
156,65,cyclist,0.5805343472361565,641,172,685,275,FP
156,66,pedestrian,0.8567647933959961,930,148,1004,335,TP
156,67,pedestrian,0.6105867759603119,821,25,856,161,FP
156,69,pedestrian,0.4855402410030365,414,165,435,224,FP
157,2,car,0.720170795917511,1054,185,1154,221,TP
157,3,pedestrian,0.8921585083007812,991,152,1073,351,TP
157,6,car,0.6922469735145569,1132,187,1197,223,FP
157,8,car,0.6611473710193347,986,185,1073,220,FP
157,36,pedestrian,0.5142879125778264,751,163,798,290,FP
157,37,pedestrian,0.3852495149097643,814,173,872,317,TP
157,38,pedestrian,0.7514364719390869,-5,147,33,250,FP
157,44,pedestrian,0.7295413613319397,203,155,227,213,TP
157,51,pedestrian,0.30301857358829004,1954,70,2020,227,FP
157,52,pedestrian,0.4161565455189315,1649,193,1753,393,FP
157,53,pedestrian,0.6618455648422241,176,154,200,212,TP
157,55,pedestrian,0.38818986697673474,590,181,613,245,FP
157,56,cyclist,0.42582892931848343,1579,225,1726,395,FP
157,60,pedestrian,0.529321148269056,804,202,931,413,FP
157,62,cyclist,0.37511735694180065,680,175,710,265,FP
157,64,pedestrian,0.5969917354898232,1513,140,1629,359,FP
157,65,cyclist,0.5689236602914334,649,172,693,275,FP
157,66,pedestrian,0.6731353402137756,934,145,1010,329,TP
157,67,pedestrian,0.5983750404411056,798,-6,833,130,FP
157,69,pedestrian,0.5830552577972412,409,165,430,225,FP
158,2,car,0.668066680431366,1058,185,1156,221,TP
158,3,pedestrian,0.8980871438980103,997,152,1090,353,TP
158,6,car,0.626581609249115,1132,186,1197,223,FP
158,8,car,0.6479244235989481,987,185,1074,220,FP
158,36,pedestrian,0.5040021543262698,757,164,803,290,FP
158,37,pedestrian,0.377544524611569,820,173,878,317,TP
158,38,pedestrian,0.7364077425003052,-10,148,28,250,FP
158,44,pedestrian,0.7263181209564209,202,154,226,213,TP
158,53,pedestrian,0.6900147795677185,173,153,197,212,TP
158,55,pedestrian,0.38042606963720005,594,182,616,246,FP
158,56,cyclist,0.41731235073211376,1598,228,1745,398,FP
158,60,pedestrian,0.5187347253036748,798,204,925,415,FP
158,62,cyclist,0.36761500980296463,684,176,714,266,FP
158,64,pedestrian,0.5850519007800268,1536,139,1653,358,FP
158,65,cyclist,0.5575451870856047,656,173,700,275,FP
158,66,pedestrian,0.7990705370903015,942,144,1017,325,FP
158,67,pedestrian,0.5864075396322834,776,-37,811,99,FP
158,69,pedestrian,0.6932530403137207,403,166,425,226,FP
159,2,car,0.6547053468227386,1058,185,1156,221,TP
159,3,pedestrian,0.8936917185783386,1008,152,1103,355,TP
159,6,car,0.45661988854408264,1133,186,1197,223,FP
159,8,car,0.6349659351269691,988,185,1074,220,FP
159,36,pedestrian,0.49392211123974444,763,164,809,291,FP
159,37,pedestrian,0.3699936341193376,826,174,884,318,TP
159,38,pedestrian,0.721679587650299,-15,148,23,250,FP
159,44,pedestrian,0.6820468306541443,200,154,225,213,TP
159,53,pedestrian,0.6231217980384827,170,153,195,212,TP
159,55,pedestrian,0.37281754824445607,597,182,620,246,FP
159,56,cyclist,0.4089661037174715,1617,231,1764,401,FP
159,60,pedestrian,0.5083600307976013,792,206,920,417,FP
159,62,cyclist,0.3602627096069053,689,176,719,267,FP
159,64,pedestrian,0.5733508627644263,1560,139,1676,358,FP
159,65,cyclist,0.5463942833438926,663,173,707,276,FP
159,66,pedestrian,0.7830891263484955,943,143,1018,325,FP
159,67,pedestrian,0.5746793888396378,753,-68,788,68,FP
159,69,pedestrian,0.6613748073577881,398,165,421,227,FP
159,71,pedestrian,0.6882492303848267,910,151,940,305,FP
160,2,car,0.6416112398862839,1059,185,1157,221,TP
160,3,pedestrian,0.8128440380096436,1022,151,1114,357,TP
160,6,car,0.5521645545959473,1124,187,1193,223,FP
160,8,car,0.6222666164244297,989,185,1075,220,FP
160,36,pedestrian,0.48404366901494955,768,164,815,291,FP
160,37,pedestrian,0.3625937614369509,832,174,890,318,TP
160,38,pedestrian,0.7072459958972931,-20,148,18,250,FP
160,44,pedestrian,0.7593579888343811,198,153,223,213,TP
160,53,pedestrian,0.7452115416526794,167,152,192,213,TP
160,55,pedestrian,0.36536119727956695,601,183,623,247,FP
160,56,cyclist,0.40078678164312204,1636,234,1783,404,FP
160,60,pedestrian,0.4981928301816492,786,208,914,419,FP
160,62,cyclist,0.3530574554147672,694,177,724,268,FP
160,64,pedestrian,0.5618838455091377,1584,139,1700,357,FP
160,65,cyclist,0.5354663976770148,671,173,715,276,FP
160,66,pedestrian,0.7674273438215256,944,143,1019,324,FP
160,67,pedestrian,0.563185801062845,731,-99,766,36,FP
160,69,pedestrian,0.5815396904945374,394,166,416,228,FP
160,72,pedestrian,0.8305492997169495,995,143,1055,330,TP
160,73,pedestrian,0.8116508722305298,910,152,962,310,TP
161,2,car,0.6287790150885582,1059,185,1157,221,TP
161,3,pedestrian,0.8531215786933899,1041,150,1129,359,TP
161,6,car,0.38320425152778625,1124,186,1193,223,FP
161,8,car,0.609821284095941,989,185,1076,220,FP
161,36,pedestrian,0.47436279563465056,774,165,820,291,FP
161,37,pedestrian,0.35534188620821183,838,175,896,319,FP
161,38,pedestrian,0.6931010759793472,-25,148,13,251,FP
161,44,pedestrian,0.7912477850914001,195,153,221,213,TP
161,53,pedestrian,0.7364149689674377,164,152,189,213,TP
161,55,pedestrian,0.3580539733339756,604,183,627,247,FP
161,56,cyclist,0.3927710460102596,1655,237,1802,407,FP
161,60,pedestrian,0.48822897357801626,781,210,908,421,FP
161,64,pedestrian,0.550646168598955,1607,138,1724,357,FP
161,65,cyclist,0.5247570697234745,678,173,722,276,FP
161,66,pedestrian,0.752078796945095,945,143,1020,324,FP
161,67,pedestrian,0.5519220850415881,708,-130,743,5,FP
161,69,pedestrian,0.5699088966846466,389,166,411,228,FP
161,72,pedestrian,0.8565134406089783,1003,143,1072,332,TP
161,73,pedestrian,0.883355438709259,914,156,973,317,FP
162,2,car,0.616203434786787,1059,185,1157,221,TP
162,3,pedestrian,0.8915233612060547,1061,151,1153,361,TP
162,6,car,0.37554016649723054,1123,186,1193,223,FP
162,8,car,0.5976248584140222,990,185,1076,220,FP
162,36,pedestrian,0.46487553972195755,780,165,826,292,FP
162,37,pedestrian,0.34823504848404757,844,175,902,319,FP
162,38,pedestrian,0.6792390544597603,-30,149,7,251,FP
162,44,pedestrian,0.7551352977752686,193,152,219,213,TP
162,53,pedestrian,0.6816109418869019,162,152,187,213,TP
162,55,pedestrian,0.35089289386729605,607,184,630,248,FP
162,56,cyclist,0.3849156250900544,1674,240,1821,410,FP
162,60,pedestrian,0.4784643941064559,775,212,902,423,FP
162,64,pedestrian,0.5396332452269759,1631,138,1747,356,FP
162,65,cyclist,0.514261928329005,685,173,729,276,FP
162,66,pedestrian,0.7370372210061932,946,142,1021,323,FP
162,67,pedestrian,0.5408836433407563,686,-161,721,-25,FP
162,69,pedestrian,0.5585107187509537,384,166,406,228,FP
162,72,pedestrian,0.6859731674194336,1010,145,1089,332,TP
162,73,pedestrian,0.8499147891998291,918,158,984,320,FP
163,2,car,0.6038793660910512,1059,185,1157,221,TP
163,3,pedestrian,0.9080387353897095,1076,151,1176,364,TP
163,6,car,0.3680293631672859,1123,186,1193,223,FP
163,8,car,0.5856723612457417,991,185,1077,220,FP
163,36,pedestrian,0.4555780289275184,785,165,832,292,FP
163,37,pedestrian,0.34127034751436663,850,176,908,320,FP
163,38,pedestrian,0.665654273370565,-35,149,2,251,FP
163,44,pedestrian,0.7192651629447937,191,152,217,214,TP
163,53,pedestrian,0.6344722509384155,161,151,185,214,TP
163,55,pedestrian,0.3438750359899501,611,184,633,248,FP
163,56,cyclist,0.3772173125882533,1693,243,1840,413,FP
163,60,pedestrian,0.4688951062243268,769,214,897,425,FP
163,64,pedestrian,0.5288405803224363,1654,137,1771,356,FP
163,65,cyclist,0.5039766897624248,693,173,737,276,FP
163,67,pedestrian,0.5300659704739412,663,-192,698,-56,FP
163,69,pedestrian,0.5473405043759346,379,166,401,228,FP
163,72,pedestrian,0.780004620552063,1019,146,1107,332,TP
163,73,pedestrian,0.8332666754722595,931,159,993,320,FP
163,74,pedestrian,0.8183467388153076,910,149,966,326,TP
164,2,car,0.5918017787692301,1060,185,1158,221,TP
164,3,pedestrian,0.8974080681800842,1084,151,1190,366,TP
164,6,car,0.3606687759039402,1123,186,1193,223,FP
164,8,car,0.429768830537796,989,185,1066,221,FP
164,36,pedestrian,0.446466468348968,791,165,837,292,FP
164,37,pedestrian,0.3344449405640793,856,176,914,320,FP
164,38,pedestrian,0.6523411879031538,-40,149,-2,251,FP
164,44,pedestrian,0.6718283891677856,187,152,213,214,TP
164,53,pedestrian,0.6404049396514893,159,150,184,214,TP
164,55,pedestrian,0.3369975352701511,614,185,637,249,FP
164,56,cyclist,0.3696729663364882,1712,246,1859,416,FP
164,60,pedestrian,0.45951720409984026,763,216,891,427,FP
164,64,pedestrian,0.5182637687159876,1678,137,1794,355,FP
164,65,cyclist,0.4938971559671763,700,173,744,276,FP
164,67,pedestrian,0.5194646510644624,641,-223,676,-87,FP
164,69,pedestrian,0.5363936942884159,374,166,396,228,FP
164,72,pedestrian,0.8623890280723572,1029,146,1117,332,TP
164,73,pedestrian,0.627910315990448,944,158,1004,314,FP
164,74,pedestrian,0.8019798040390015,899,148,955,325,TP
165,2,car,0.5799657431938455,1060,185,1158,221,TP
165,3,pedestrian,0.8583610653877258,1098,150,1206,367,TP
165,6,car,0.3534554003858614,1123,186,1193,223,FP
165,8,car,0.5991443395614624,992,185,1065,219,FP
165,36,pedestrian,0.43753713898198865,797,166,843,292,FP
165,37,pedestrian,0.3277560417527977,863,177,920,321,FP
165,38,pedestrian,0.6392943641450907,-45,150,-7,252,FP
165,44,pedestrian,0.6724348068237305,185,152,210,214,TP
165,53,pedestrian,0.7129870653152466,155,150,180,214,TP
165,55,pedestrian,0.3302575845647481,617,186,640,249,FP
165,56,cyclist,0.3622795070097585,1731,249,1878,418,FP
165,60,pedestrian,0.45032686001784344,758,217,885,429,FP
165,64,pedestrian,0.5078984933416678,1701,136,1818,355,FP
165,65,cyclist,0.4840192128478328,707,173,751,276,FP
165,67,pedestrian,0.5090753580431732,618,-254,653,-118,FP
165,69,pedestrian,0.5256658204026475,369,166,391,228,FP
165,72,pedestrian,0.8623738288879395,1046,146,1133,333,TP
165,73,pedestrian,0.7672371864318848,959,158,1019,314,FP
166,2,car,0.5683664283299686,1060,185,1158,221,TP
166,3,pedestrian,0.7915516495704651,1119,149,1222,367,TP
166,6,car,0.34638629237814417,1123,186,1192,223,FP
166,8,car,0.5871614527702331,993,185,1065,219,FP
166,36,pedestrian,0.4287863962023489,802,166,849,293,FP
166,37,pedestrian,0.3212009209177418,869,177,926,321,FP
166,38,pedestrian,0.6265084768621888,-50,150,-12,252,FP
166,44,pedestrian,0.7196420431137085,183,152,207,214,TP
166,53,pedestrian,0.7300683259963989,152,150,178,214,TP
166,55,pedestrian,0.32365243287345313,621,186,644,250,FP
166,56,cyclist,0.3550339168695633,1750,252,1897,421,FP
166,60,pedestrian,0.44132032281748657,752,219,879,431,FP
166,64,pedestrian,0.49774052347483444,1725,136,1841,355,FP
166,65,cyclist,0.4743388285908761,715,173,759,276,FP
166,67,pedestrian,0.4988938508823097,596,-285,631,-149,FP
166,69,pedestrian,0.5151525039945946,364,166,386,228,FP
166,72,pedestrian,0.7690259218215942,1067,146,1150,336,TP
166,73,pedestrian,0.7660020589828491,975,159,1037,316,FP
166,77,cyclist,0.6763549447059631,915,148,1055,331,TP
167,2,car,0.5569990997633693,1060,185,1158,221,TP
167,3,pedestrian,0.8437415361404419,1138,148,1235,368,TP
167,6,car,0.33945856653058126,1122,187,1192,223,FP
167,8,car,0.5754182237148284,993,185,1065,219,FP
167,36,pedestrian,0.4202106682783019,808,166,854,293,FP
167,37,pedestrian,0.31477690249938695,875,178,932,322,FP
167,38,pedestrian,0.613978307324945,-55,150,-17,252,FP
167,44,pedestrian,0.7208206653594971,181,152,205,215,TP
167,53,pedestrian,0.7791885733604431,150,150,177,214,TP
167,55,pedestrian,0.3171793842159841,624,187,647,251,FP
167,56,cyclist,0.34793323853217206,1769,255,1916,424,FP
167,60,pedestrian,0.4324939163611368,746,221,874,433,FP
167,64,pedestrian,0.48778571300533774,1749,135,1865,354,FP
167,65,cyclist,0.4648520520190586,722,174,766,276,FP
167,67,pedestrian,0.4889159738646635,573,-316,608,-180,FP
167,69,pedestrian,0.5048494539147027,359,167,381,228,FP
167,72,pedestrian,0.8775776624679565,1084,147,1169,340,TP
167,73,pedestrian,0.5955401659011841,989,160,1053,318,FP
167,77,cyclist,0.7148911356925964,927,147,1081,328,TP
167,78,cyclist,0.7486655414104462,329,159,366,257,TP
168,3,pedestrian,0.8429878950119019,1151,148,1241,368,TP
168,6,car,0.33266939519996963,1122,187,1192,223,FP
168,8,car,0.5639098592405318,994,185,1065,219,FP
168,36,pedestrian,0.4118064549127358,814,167,860,293,FP
168,37,pedestrian,0.3084813644493992,881,178,938,322,FP
168,38,pedestrian,0.601698741178446,-61,150,-22,253,FP
168,44,pedestrian,0.7121543288230896,179,152,203,215,TP
168,53,pedestrian,0.7887006402015686,148,150,174,215,TP
168,55,pedestrian,0.3108357965316644,628,187,650,251,FP
168,56,cyclist,0.3409745737615286,1788,258,1935,427,FP
168,60,pedestrian,0.4238440380339141,740,223,868,435,FP
168,64,pedestrian,0.478029998745231,1772,135,1888,354,FP
168,65,cyclist,0.4555550109786774,729,174,773,276,FP
168,67,pedestrian,0.4791376543873702,551,-347,586,-211,FP
168,69,pedestrian,0.49475246483640867,354,167,376,229,FP
168,72,pedestrian,0.8434231281280518,1094,148,1183,342,TP
168,73,pedestrian,0.7522379755973816,1004,159,1069,320,FP
168,77,cyclist,0.7160932719707489,950,147,1105,331,TP
168,78,cyclist,0.7107263505458832,318,165,355,260,TP
169,3,pedestrian,0.8261281371116638,1162,148,1253,370,TP
169,6,car,0.32601600729597024,1122,187,1192,223,FP
169,8,car,0.5526316620557212,994,185,1066,219,FP
169,36,pedestrian,0.4035703258144811,819,167,866,294,FP
169,37,pedestrian,0.3023117371604112,887,179,944,323,FP
169,38,pedestrian,0.5896647663548771,-66,151,-27,253,FP
169,44,pedestrian,0.710968017578125,177,152,201,216,TP
169,53,pedestrian,0.7075598835945129,145,150,171,215,TP
169,55,pedestrian,0.3046190806010311,631,188,654,252,FP
169,56,cyclist,0.33415508228629803,1807,260,1954,430,FP
169,60,pedestrian,0.4153671572732358,735,225,862,437,FP
169,64,pedestrian,0.4684693987703264,1796,134,1912,353,FP
169,65,cyclist,0.44644391075910383,737,174,781,277,FP
169,67,pedestrian,0.4695549012996228,528,-378,563,-242,FP
169,69,pedestrian,0.4848574155396805,349,167,371,229,FP
169,72,pedestrian,0.8851096630096436,1106,148,1199,344,TP
169,73,pedestrian,0.46030503511428833,1014,159,1077,321,FP
169,77,cyclist,0.701771406531334,968,145,1123,329,TP
169,78,cyclist,0.7424938082695007,307,165,345,262,FP
169,79,pedestrian,0.6892375946044922,1047,151,1108,300,FP
170,3,pedestrian,0.8096055743694305,1174,148,1265,371,FP
170,6,car,0.31949568715005083,1122,187,1192,223,FP
170,8,car,0.5415790288146068,994,185,1066,219,FP
170,36,pedestrian,0.3954989192981915,825,167,871,294,FP
170,38,pedestrian,0.5778714710277796,-71,151,-32,253,FP
170,44,pedestrian,0.6902972459793091,175,152,198,216,TP
170,53,pedestrian,0.6010409593582153,143,150,169,216,TP
170,56,cyclist,0.3274719806405721,1826,263,1973,433,FP
170,60,pedestrian,0.4070598141277711,729,227,856,439,FP
170,64,pedestrian,0.45910001079491985,1819,134,1936,353,FP
170,65,cyclist,0.43751503254392177,744,174,788,277,FP
170,67,pedestrian,0.4601638032736303,506,-409,541,-273,FP
170,69,pedestrian,0.4751602672288869,344,167,366,229,FP
170,72,pedestrian,0.8514928817749023,1119,148,1212,347,FP
170,73,pedestrian,0.5790642499923706,1029,153,1092,312,FP
170,77,cyclist,0.6877359784007073,986,143,1141,328,TP
170,78,cyclist,0.7563880980014801,293,166,334,264,FP
170,79,pedestrian,0.747584879398346,1071,148,1141,299,FP
171,3,pedestrian,0.7934134628820418,1186,148,1277,371,FP
171,6,car,0.3131057734070498,1122,187,1191,223,FP
171,8,car,0.5307474482383147,995,185,1067,219,FP
171,36,pedestrian,0.3875889409122276,831,168,877,294,FP
171,38,pedestrian,0.566314041607224,-76,151,-37,253,FP
171,44,pedestrian,0.7403358817100525,171,152,196,216,TP
171,53,pedestrian,0.7785373330116272,139,150,166,217,TP
171,56,cyclist,0.32092254102776063,1845,266,1992,436,FP
171,60,pedestrian,0.39891861784521565,723,229,851,441,FP
171,64,pedestrian,0.4499180105790215,1843,133,1959,352,FP
171,65,cyclist,0.4287647318930433,751,174,795,277,FP
171,67,pedestrian,0.4509605272081577,483,-440,518,-304,FP
171,69,pedestrian,0.4656570618843091,339,167,361,229,FP
171,72,pedestrian,0.8649263978004456,1139,148,1229,349,TP
171,73,pedestrian,0.5674829649925232,1040,155,1103,314,FP
171,77,cyclist,0.5012305378913879,1023,144,1169,328,TP
171,78,cyclist,0.7790158092975616,279,166,322,267,FP
171,79,pedestrian,0.5519187450408936,1104,144,1171,297,FP
171,82,pedestrian,0.8550710678100586,976,151,1079,350,TP
172,3,pedestrian,0.777545193624401,1198,149,1289,372,FP
172,6,car,0.30684365793890883,1121,187,1191,223,FP
172,8,car,0.5201324992735483,995,185,1067,219,FP
172,36,pedestrian,0.37983716209398305,836,168,883,295,FP
172,38,pedestrian,0.5549877607750795,-81,151,-42,254,FP
172,44,pedestrian,0.7958680987358093,168,152,194,217,TP
172,53,pedestrian,0.7792361378669739,136,151,163,217,TP
172,56,cyclist,0.31450409020720543,1864,269,2011,439,FP
172,60,pedestrian,0.39094024548831136,717,231,845,443,FP
172,64,pedestrian,0.440919650367441,1866,133,1983,352,FP
172,65,cyclist,0.42018943725518243,759,174,803,277,FP
172,67,pedestrian,0.44194131666399455,461,-471,496,-335,FP
172,69,pedestrian,0.45634392064662294,334,167,356,229,FP
172,72,pedestrian,0.8476278698444366,1155,149,1246,350,FP
172,73,pedestrian,0.49436599016189575,1059,156,1123,320,FP
172,77,cyclist,0.49120592713356015,1041,143,1188,326,TP
172,78,cyclist,0.8190743923187256,264,166,308,271,FP
172,79,pedestrian,0.5555131435394287,1134,142,1202,298,FP
172,82,pedestrian,0.8529558777809143,998,146,1086,349,TP
173,3,pedestrian,0.761994289751913,1209,149,1300,372,FP
173,6,car,0.30070678478013063,1121,187,1191,223,FP
173,8,car,0.3220299482345581,971,185,1052,220,FP
173,36,pedestrian,0.3722404188521034,842,168,888,295,FP
173,38,pedestrian,0.543888005559578,-86,152,-47,254,FP
173,44,pedestrian,0.7787522077560425,165,152,192,217,TP
173,53,pedestrian,0.7771153450012207,133,151,160,217,TP
173,56,cyclist,0.30821400840306135,1883,272,2030,442,FP
173,60,pedestrian,0.38312144057854514,712,233,839,445,FP
173,64,pedestrian,0.4321012573600922,1890,132,2006,351,FP
173,65,cyclist,0.41178564851007876,766,174,810,277,FP
173,67,pedestrian,0.43310249033071463,438,-502,473,-366,FP
173,69,pedestrian,0.44721704223369046,329,167,351,229,FP
173,72,pedestrian,0.8306753124475479,1172,150,1263,352,FP
173,73,pedestrian,0.6225669384002686,1062,158,1131,327,FP
173,78,cyclist,0.7628284990787506,247,168,294,276,FP
173,82,pedestrian,0.5079343914985657,1018,145,1095,348,TP
173,83,cyclist,0.6982950568199158,1118,145,1224,355,TP
174,6,car,0.6469012498855591,1122,186,1199,224,FP
174,8,car,0.5714023113250732,969,185,1055,220,TP
174,36,pedestrian,0.3647956104750613,848,169,894,295,FP
174,38,pedestrian,0.5330102454483864,-91,152,-52,254,FP
174,44,pedestrian,0.7602707743644714,161,152,189,217,TP
174,53,pedestrian,0.7784287929534912,131,151,157,217,TP
174,56,cyclist,0.3020497282350001,1902,275,2049,445,FP
174,60,pedestrian,0.3754590117669742,706,235,833,447,FP
174,64,pedestrian,0.42345923221289034,1913,132,2030,351,FP
174,65,cyclist,0.40354993553987717,773,174,817,277,FP
174,67,pedestrian,0.42444044052410035,416,-533,451,-397,FP
174,69,pedestrian,0.43827270138901664,324,167,346,229,FP
174,72,pedestrian,0.8140618061985969,1188,152,1279,353,FP
174,73,pedestrian,0.6101155996322631,1074,160,1143,330,FP
174,78,cyclist,0.7475719290971756,237,166,284,275,FP
174,82,pedestrian,0.49777570366859436,1022,144,1098,347,TP
174,83,cyclist,0.6843291556835175,1133,148,1238,358,TP
175,6,car,0.616491973400116,1126,186,1200,224,FP
175,8,car,0.3977077603340149,978,185,1060,220,FP
175,36,pedestrian,0.3574996982655601,853,169,900,296,FP
175,38,pedestrian,0.5223500405394187,-96,152,-58,254,FP
175,44,pedestrian,0.754414439201355,157,152,185,218,TP
175,53,pedestrian,0.7536924481391907,128,150,154,217,TP
175,60,pedestrian,0.36794983153163474,700,237,828,449,FP
175,64,pedestrian,0.4149900475686325,1937,132,2053,350,FP
175,65,cyclist,0.39547893682907964,780,174,824,277,FP
175,67,pedestrian,0.4159516317136183,393,-564,428,-428,FP
175,69,pedestrian,0.4295072473612363,319,167,341,229,FP
175,72,pedestrian,0.797780570074625,1205,153,1296,355,FP
175,73,pedestrian,0.5979132876396178,1085,162,1155,332,FP
175,78,cyclist,0.7326204905152321,226,165,273,274,FP
175,82,pedestrian,0.48782018959522244,1025,143,1102,346,FP
175,83,cyclist,0.6706425725698472,1147,151,1253,361,FP
175,89,cyclist,0.8052839934825897,185,168,256,308,TP
176,6,car,0.6041621339321136,1126,186,1200,224,FP
176,8,car,0.6183813810348511,983,185,1063,219,FP
176,36,pedestrian,0.3503497043002489,859,169,905,296,FP
176,38,pedestrian,0.5119030397286303,-101,152,-63,255,FP
176,44,pedestrian,0.7177104353904724,153,152,181,218,TP
176,53,pedestrian,0.7182084918022156,124,150,150,218,TP
176,60,pedestrian,0.360590834901002,694,239,822,451,FP
176,64,pedestrian,0.40669024661725983,1961,131,2077,350,FP
176,65,cyclist,0.38756935809249804,788,174,832,277,FP
176,67,pedestrian,0.40763259907934596,371,-595,406,-459,FP
176,69,pedestrian,0.4209171024140116,314,167,336,229,FP
176,72,pedestrian,0.7818249586731325,1221,154,1312,356,FP
176,73,pedestrian,0.5859550218868255,1097,164,1167,335,FP
176,78,cyclist,0.7179680807049275,216,164,263,272,FP
176,82,pedestrian,0.478063785803318,1029,142,1105,345,FP
176,83,cyclist,0.6572297211184502,1162,154,1268,364,FP
176,89,cyclist,0.778206467628479,156,169,234,315,FP
176,91,cyclist,0.8272545039653778,909,156,1041,307,TP
177,6,car,0.5920788912534714,1126,186,1200,224,FP
177,8,car,0.6060137534141541,983,185,1063,219,FP
177,36,pedestrian,0.34334271021424395,865,169,911,296,FP
177,38,pedestrian,0.5016649789340577,-106,153,-68,255,FP
177,44,pedestrian,0.703356226682663,150,152,178,219,TP
177,53,pedestrian,0.6983052492141724,119,148,146,217,TP
177,60,pedestrian,0.35337901820298195,689,241,816,453,FP
177,64,pedestrian,0.3985564416849146,1984,131,2101,349,FP
177,65,cyclist,0.37981797093064806,795,175,839,277,FP
177,67,pedestrian,0.399479947097759,348,-626,383,-490,FP
177,69,pedestrian,0.41249876036573135,309,167,331,229,FP
177,72,pedestrian,0.7661884594996698,1238,156,1329,358,FP
177,73,pedestrian,0.574235921449089,1109,166,1178,337,TP
177,78,cyclist,0.7036087190908289,205,163,252,271,FP
177,82,pedestrian,0.46850251008725163,1033,141,1109,344,FP
177,83,cyclist,0.6440851266960812,1177,157,1282,367,FP
177,89,cyclist,0.8585938811302185,126,170,211,324,FP
177,91,cyclist,0.8284162878990173,917,157,1061,308,TP
178,6,car,0.5802373134284019,1126,186,1200,224,FP
178,8,car,0.593893478345871,983,185,1063,219,FP
178,36,pedestrian,0.33647585600995905,870,170,917,296,FP
178,38,pedestrian,0.49163167935537655,-111,153,-73,255,FP
178,44,pedestrian,0.6892891021490097,148,152,176,219,TP
178,53,pedestrian,0.684339144229889,117,148,144,217,TP
178,60,pedestrian,0.3463114378389223,683,243,810,455,FP
178,64,pedestrian,0.3905853128512163,2008,130,2124,349,FP
178,65,cyclist,0.3722216115120351,802,175,846,278,FP
178,67,pedestrian,0.39149034815580386,326,-657,361,-521,FP
178,69,pedestrian,0.4042487851584167,304,167,326,229,FP
178,72,pedestrian,0.7508646903096764,1254,157,1345,359,FP
178,73,pedestrian,0.7390333414077759,1121,160,1203,341,FP
178,78,cyclist,0.6895365447090123,195,162,242,270,FP
178,82,pedestrian,0.4591324598855066,1036,140,1112,343,FP
178,83,cyclist,0.6312034241621596,1191,160,1297,370,FP
178,89,cyclist,0.8600095808506012,91,173,185,334,FP
178,91,cyclist,0.8056595921516418,933,157,1083,309,TP
178,94,car,0.6695749163627625,1051,186,1143,222,TP
179,6,car,0.5686325671598339,1126,186,1200,224,FP
179,8,car,0.5820156087789536,983,185,1063,219,FP
179,36,pedestrian,0.32974633888975985,876,170,922,297,FP
179,38,pedestrian,0.481799045768269,-116,153,-78,255,FP
179,44,pedestrian,0.7291274666786194,145,152,171,219,TP
179,53,pedestrian,0.7538586854934692,115,147,142,217,TP
179,60,pedestrian,0.33938520908214387,677,245,805,457,FP
179,64,pedestrian,0.38277360659419196,2031,130,2148,349,FP
179,65,cyclist,0.3647771792817944,810,175,854,278,FP
179,67,pedestrian,0.3836605411926878,303,-688,338,-552,FP
179,69,pedestrian,0.3961638094552484,299,167,321,229,FP
179,72,pedestrian,0.7358473965034829,1271,159,1362,361,FP
179,73,pedestrian,0.8241958618164062,1138,157,1219,347,TP
179,78,cyclist,0.675745813814832,184,161,231,269,FP
179,82,pedestrian,0.4499498106877965,1040,139,1116,342,FP
179,83,cyclist,0.6185793556789164,1206,163,1312,373,FP
179,89,cyclist,0.8428093892335892,69,178,163,340,FP
179,91,cyclist,0.8091937899589539,952,158,1106,310,TP
179,94,car,0.6207627654075623,1056,186,1151,223,TP
180,6,car,0.5572599158166373,1126,186,1201,224,FP
180,8,car,0.5703752966033746,983,185,1063,219,FP
180,36,pedestrian,0.32315141211196463,882,170,928,297,FP
180,38,pedestrian,0.4721630648529036,-121,153,-83,256,FP
180,44,pedestrian,0.756604015827179,142,152,169,219,TP
180,53,pedestrian,0.7759078145027161,110,148,138,218,TP
180,60,pedestrian,0.332597504900501,671,247,799,459,FP
180,64,pedestrian,0.37511813446230813,2055,129,2171,348,FP
180,65,cyclist,0.3574816356961585,817,175,861,278,FP
